提供機關名稱,資料集名稱,瀏覽人次,下載次數,資料集評分,上架日
桃園市政府地方稅務局,106年9月直轄市稅捐徵收(按稅目)比較表,22,0,,2018/01/12
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年10月),20,2,,2018/01/30
桃園市政府地方稅務局,106年4月直轄市稅捐徵收(按稅目)比較表,17,0,,2018/01/04
桃園市政府地方稅務局,106年8月直轄市稅捐徵收(按稅目)比較表,20,0,,2018/01/12
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年8月),17,0,,2018/01/26
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年5月),21,0,,2018/01/22
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年6月),23,0,,2018/01/23
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年11月),27,2,,2018/01/30
桃園市政府地方稅務局,106年2月直轄市稅捐徵收(按稅目)比較表,26,0,,2017/12/29
桃園市政府地方稅務局,106年11月直轄市稅捐徵收(按稅目)比較表,20,1,,2018/01/15
桃園市政府地方稅務局,106年7月直轄市稅捐徵收(按稅目)比較表,26,0,,2018/01/12
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年1月),16,0,,2018/01/18
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年4月),16,1,,2018/01/19
桃園市政府地方稅務局,106年1月直轄市稅捐徵收(按稅目)比較表,20,0,,2017/12/29
桃園市政府地方稅務局,106年10月直轄市稅捐徵收(按稅目)比較表,18,0,,2018/01/12
桃園市政府地方稅務局,106年12月直轄市稅捐徵收(按稅目)比較表,20,0,,2018/01/17
桃園市政府地方稅務局,106年3月直轄市稅捐徵收(按稅目)比較表,20,0,,2018/01/03
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年3月),25,0,,2018/01/19
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年7月),16,0,,2018/01/25
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年9月),18,0,,2018/01/30
桃園市政府地方稅務局,106年5月直轄市稅捐徵收(按稅目)比較表,19,0,,2018/01/11
桃園市政府消防局,桃園市政府消防局育嬰留職人員官職等分布情形,23,0,,2017/11/24
桃園市政府消防局,桃園市政府消防局各單位業務職掌,22,0,,2017/11/24
桃園市政府消防局,桃園市政府消防局法規清單,23,0,,2017/11/23
桃園市政府消防局,桃園市政府消防局歷年育嬰留職停薪性別人次,21,0,,2017/11/24
桃園市政府消防局,桃園市爆竹煙火安全檢查,162,2,,2017/11/22
桃園市政府消防局,桃園市液化石油氣消防安全檢查及違規取締,23,0,,2017/11/22
桃園市政府消防局,桃園市燃氣熱水器承裝業證書規費收費標準,26,1,,2017/11/22
桃園市政府消防局,桃園市政府辦理違反桃園市火災預防自治條例案件裁罰基準,18,0,,2017/11/20
桃園市政府消防局,桃園市消防局防災社區訓練場次,18,0,,2016/05/04
桃園市政府消防局,桃園市救護義消歷年協勤統計,24,0,,2017/11/23
桃園市政府消防局,桃園市住宅用火災警報器示範社區,31,1,,2017/11/24
桃園市政府消防局,桃園市爆竹煙火違法取締,47,1,,2017/11/22
高雄市政府,106年高雄市地政士開業資料,38,5,,2018/02/23
高雄市政府,"高雄市計程車營運資料Open API",107,30,,2018/02/22
高雄市政府,107年高雄市政府1999話務中心派工受理前三名機關統計表,24,1,,2018/02/13
高雄市政府,107年高雄市政府1999話務中心客服人員滿意度指標,40,2,,2018/02/13
高雄市政府,107年高雄市政府1999話務中心服務量趨勢圖,29,4,,2018/02/13
桃園市政府地方稅務局,桃園市13行政區各項稅收徵績統計表(106年12月),33,1,,2018/01/30
桃園市政府地政局,102年桃園市土地公告現值及公告地價-新屋,28,1,,2017/11/20
教育部體育署,教育部體育署107年公務會計月報,42,2,,2018/02/26
教育部體育署,教育部體育署107年運動發展基金會計月報,47,6,,2018/02/26
教育部體育署,教育部體育署(前瞻基礎建設計畫第1期特別預算)107年會計月報,51,4,,2018/02/26
教育部國民及學前教育署,教育部國民及學前教育署107年度補捐助款資料,52,7,,2018/02/26
財政部北區國稅局,財政部北區國稅局法定預算,77,5,,2018/03/02
雲林縣稅務局,公告修正後「雲林縣各類房屋耐用年數暨折舊率標準表」(105年7月1日起適用),40,5,,2018/02/26
新北市政府財政局,新北市娛樂稅稅源─按月別分,53,12,,2018/02/26
地政處,107年1月苗栗縣測量案件統計,30,0,,2018/02/26
地政處,107年1月份苗栗縣外國人地權登記管理,23,0,,2018/02/26
行政院農業委員會,107年度行政院農業委員會家畜衛生試驗所單位預算,31,7,,2018/02/26
臺北市政府人事處,臺北市政府職期遷調案件,51,0,,2017/06/28
新竹縣政府,107年度1月份縣統籌分配稅款累計表,24,6,,2018/02/26
教育部會計處,106年度國立社教機構作業基金附屬單位決算,36,1,,2018/02/27
衛生福利部會計處,106年度長照服務發展基金附屬單位決算分決算,38,7,,2018/02/27
衛生福利部會計處,107年度醫療藥品基金會計月報,51,6,,2018/02/27
衛生福利部會計處,106年度衛生福利特別收入基金決算,32,2,,2018/02/27
國史館臺灣文獻館,國史館臺灣文獻館107年度1月份會計月報,25,0,,2018/02/27
國史館臺灣文獻館,國史館臺灣文獻館106年度單位決算,17,0,,2018/02/27
法務部矯正署新竹監獄,矯正署新竹監獄107年會計報告(按月),33,1,,2018/04/02
公平交易委員會,106年度公平交易委員會決算,44,2,,2018/02/27
臺灣省政府,臺灣省政府107年度法定預算,26,0,,2018/02/27
交通部運輸研究所,交通部運輸研究所107年度單位預算(法定預算),101,12,,2018/02/27
福建連江地方法院," 福建連江地方法院107年各月會計報告",100,1,,2018/02/27
教育部國民及學前教育署,國立高級中等學校校務基金107年度月報,40,3,,2018/02/27
衛生福利部會計處,106年度醫療藥品基金法定預算,32,2,,2018/02/27
衛生福利部會計處,長照服務發展基金106年度補捐助政府機關或團體季報,42,7,,2018/02/27
衛生福利部會計處,106年度醫療藥品基金附屬單位決算,33,4,,2018/02/27
交通部觀光局,交通部觀光局會計報告,40,6,,2018/02/27
交通部觀光局,交通部觀光局及所屬單位決算,31,2,,2018/02/27
苗栗縣政府,苗栗縣105年現有農機數量,35,5,,2018/02/27
苗栗縣政府衛生局,1月化粧品衛生管理,23,0,,2018/02/27
行政院農業委員會,106年度行政院農業委員會林業試驗所單位決算,98,2,,2018/02/27
苗栗縣政府衛生局,1月藥物檢查暨查獲違法統計,28,2,,2018/02/27
國家圖書館,106年度國家圖書館單位決算,40,1,,2018/03/05
行政院農業委員會,107年度行政院農業委員會會計報告,31,3,,2018/02/27
新竹縣政府,新竹縣106年未徵數情形,39,6,,2018/02/27
基隆市政府地政處,"基隆市不動產買賣實價登錄Open Data(106年12月買賣登記案件)",40,7,,2018/03/01
中國輸出入銀行,中國輸出入銀行會計報表107年起,65,11,,2018/03/22
行政院主計總處,106年度中央政府總預算法定預算附屬單位預算及綜計表(非營業部分)-作業基金,16,0,,2018/03/26
行政院主計總處,106年度中央政府總預算法定預算附屬單位預算及綜計表(非營業部分)-債務基金,19,0,,2018/03/26
行政院主計總處,106年度中央政府總預算法定預算附屬單位預算及綜計表(非營業部分)-資本計畫基金,16,0,,2018/03/26
行政院主計總處,106年度中央政府總預算法定預算附屬單位預算及綜計表(非營業部分)-特別收入基金,18,0,,2018/03/26
教育部國民及學前教育署,教育部國民及學前教育署107年度單位預算,64,9,,2018/03/08
交通部,交通作業基金決算(各年度),85,17,,2018/03/01
交通部,財團法人台灣郵政協會業務報告書,42,3,,2017/11/14
交通部,交通部對民間團體及個人補捐助明細表(106年第1季以後),52,6,,2017/11/16
交通部,財團法人台灣郵政協會業務計畫書,70,18,,2017/11/14
交通部,財團法人台灣郵政協會查核報告,62,66,,2017/11/14
地政司,本期發布之不動產實價登錄批次資料,434,213,,2014/03/13
戶政司,現住原住民人口按性別、身分、原住民族別分（新增區域代碼）,46,9,,2018/02/27
行政院人事行政總處公務人力發展學院,本學院107年度法定預算,33,3,,2018/03/01
行政院人事行政總處公務人力發展學院,本學院(原行政院人事行政總處地方行政研習中心)106年度單位決算,30,2,,2018/03/01
基隆市政府地政處,"基隆市不動產租賃實價登錄Open Data(106年12月租賃登記案件)",68,13,,2018/03/01
交通部,交通作業基金預算(各年度),31,3,,2018/03/01
立法院,立法院106年1月份會計月報,19,0,,2018/03/05
立法院,立法院106年2月份會計月報,23,0,,2018/03/05
立法院,立法院106年3月份會計月報,18,0,,2018/03/05
立法院,立法院106年4月份會計月報,21,0,,2018/03/05
行政院人事行政總處公務人力發展學院,本學院(原行政院人事行政總處地方行政研習中心)106年度各月份會計月報,32,11,,2018/03/01
立法院,立法院106年5月份會計月報,26,0,,2018/03/05
立法院,立法院106年6月份會計月報,36,0,,2018/03/05
民用航空局,交通部民用航空局獎補助費明細表,31,4,,2017/07/20
民用航空局,民航事業作業基金附屬單位分決算,12,0,,2017/08/10
民用航空局,107年度民航事業作業基金附屬單位分預算案,18,0,,2017/08/31
民用航空局,107年度民用航空局單位預算案,17,0,,2017/09/04
臺北市政府人事處,臺北市暑期工讀案件,530,48,,2015/08/24
臺灣臺東地方法院,臺灣臺東地方法院107年2月份會計月報(XML),26,0,,2018/03/02
國史館,106年度國史館單位決算,32,1,,2018/03/02
教育部會計處,107年度學產基金附屬單位預算會計月報,32,1,,2018/03/14
教育部會計處,107年度學產基金補(捐)助明細表,28,3,,2018/03/15
教育部會計處,106年度學產基金附屬單位決算,24,0,,2018/03/14
國家圖書館,107年度國家圖書館單位預算,22,0,,2018/03/02
戶政司,現住原住民人口按性別、年齡（新增區域代碼）,180,28,,2018/02/27
消防署,醫療機構災情通報表,21,1,,2018/02/22
消防署,颱風過境大陸船員進港或上岸避風通報表,19,1,,2018/02/22
戶政司,村里戶數、單一年齡人口（新增區域代碼）,504,174,100,2018/02/27
消防署,各直轄市縣市政府避難收容處所開設通報表,56,13,,2018/03/01
戶政司,離婚人數按離婚者雙方原屬國籍(地區)分（新增區域代碼）,38,5,,2018/02/27
戶政司,結婚人數按結婚者雙方原屬國籍(地區)分（新增區域代碼）,77,11,,2018/02/27
消防署,災區志工人力志工服務通報表,31,0,,2018/03/01
消防署,緊急醫療救護通報表,31,2,,2018/02/22
戶政司,動態資料統計表（新增區域代碼）,81,11,,2018/02/27
戶政司,各村（里）戶籍人口統計月報表（新增區域代碼）,351,86,,2018/02/27
消防署,自來水相關機構災情通報表（災損部分）,34,4,,2018/03/01
消防署,土石流警戒區發布情形通報表,29,4,,2018/02/22
消防署,警戒區域劃定通報表,23,0,,2018/02/22
戶政司,遷入遷出統計表（新增區域代碼）,140,9,,2018/02/27
戶政司,現住人口數按性別及原住民身分分（新增區域代碼）,94,32,,2018/02/27
臺北市政府衛生局,EIS指標報表,32,1,,
臺灣桃園地方法院,臺灣桃園地方法院107年度法定預算書,25,2,,2018/03/05
消防署,公用天然氣事業災情通報表,26,3,,2018/03/01
消防署,台灣電力公司災情通報表,56,7,,2018/03/01
國立海洋生物博物館,國立海洋生物博物館新南向政策,42,6,,2018/03/05
立法院,立法院106年7月份會計月報,19,0,,2018/03/05
立法院,立法院106年8月份會計月報,18,0,,2018/03/05
立法院,立法院106年9月份會計月報,24,0,,2018/03/05
消防署,環境保護工程設施災情通報表,24,1,,2018/03/05
消防署,自來水相關機構災情通報表（受損用戶）,26,4,,2018/03/05
消防署,災情通報表（水庫或堰壩）,20,0,,2018/03/05
消防署,災情通報表（河川、海岸、區域排水）,41,3,,2018/03/05
立法院,立法院106年10月份會計月報,20,0,,2018/03/05
消防署,工業區災情通報表,24,0,,2018/03/05
消防署,加工出口區災情通報表,20,1,,2018/03/05
消防署,商業災損災情通報表,24,3,,2018/03/05
消防署,交通災情通報表（道路、橋梁部分）,39,6,,2018/03/05
消防署,交通災情通報表（鐵路部分）,38,4,,2018/03/05
立法院,立法院106年11月份會計月報,19,0,,2018/03/05
立法院,立法院106年12月份會計月報,17,0,,2018/03/05
立法院,立法院105年1月份會計月報,19,0,,2018/03/05
立法院,立法院105年2月份會計月報,21,1,,2018/03/05
立法院,立法院105年3月份會計月報,18,0,,2018/03/05
立法院,立法院105年4月份會計月報,25,0,,2018/03/05
立法院,立法院105年5月份會計月報,18,0,,2018/03/05
立法院,立法院105年6月份會計月報,23,0,,2018/03/05
立法院,立法院105年7月份會計月報,20,1,,2018/03/05
立法院,立法院105年8月份會計月報,23,1,,2018/03/05
立法院,立法院105年9月份會計月報,22,0,,2018/03/05
立法院,立法院105年10月份會計月報,21,0,,2018/03/05
立法院,立法院105年11月份會計月報,23,1,,2018/03/05
立法院,立法院105年12月份會計月報,32,1,,2018/03/05
消防署,農林漁牧業產物公共設施災情通報表,21,0,,2018/03/05
消防署,各直轄市縣市政府災情通報表,70,9,,2018/03/05
立法院,立法院104年2月份會計月報,19,0,,2018/03/05
立法院,立法院104年3月份會計月報,21,1,,2018/03/05
立法院,立法院104年4月份會計月報,21,0,,2018/03/05
臺北榮民總醫院,臺北榮民總醫院107年對民間團體或個人之補捐助經費,44,0,,2018/03/12
立法院,立法院104年5月份會計月報,23,0,,2018/03/05
立法院,立法院104年6月份會計月報,26,1,,2018/03/05
教育部會計處,107年度國立社教機構作業基金會計月報,33,3,,2018/03/05
立法院,立法院104年7月份會計月報,22,0,,2018/03/05
立法院,立法院104年8月份會計月報,22,0,,2018/03/05
立法院,立法院104年9月份會計月報,23,1,,2018/03/05
立法院,立法院104年10月份會計月報,23,0,,2018/03/05
立法院,立法院104年11月份會計月報,25,0,,2018/03/05
交通部臺灣鐵路管理局,路線修築沿革,61,8,,2018/03/05
交通部臺灣鐵路管理局,臺灣鐵路管理局文化性資產不動產清查資料清冊,41,1,,2018/03/05
立法院,立法院104年12月份會計月報,25,0,,2018/03/05
法務部統計處,地方檢察署辦理性侵害案件偵查終結人數(統計),40,3,,2018/03/05
法務部統計處,地方檢察署執行性侵害案件裁判確定人數(統計),37,8,,2018/03/05
法務部,法務部暨所屬矯正機關106年「矯正GO廉」廉政系列宣導成果（節錄）,29,0,,2018/03/05
交通部,交通部辦理政策宣導相關廣告支出(107年度以後),31,6,,2018/03/05
國家通訊傳播委員會,通訊傳播監督管理基金107年會計月報,55,1,,2018/03/06
財政部國庫署,地方建設基金106年度附屬單位決算,57,21,,2018/03/06
財政部國庫署,中央政府債務基金106年度附屬單位決算,45,3,,2018/03/06
財政部國庫署,行政院公營事業民營化基金106年度決算,41,2,,2018/03/06
消防署,國家搜救指揮中心支援空中救援勤務通報表,31,3,,2018/03/06
消防署,災情通用通報表,38,2,,2018/03/06
消防署,電信事業災情通報表（受損用戶-市話）,28,3,,2018/03/06
消防署,電信事業災情通報表,27,0,,2018/03/06
消防署,電信事業災情通報表（受損基地台-行動電話）,49,7,,2018/03/06
衛生福利部國家中醫藥研究所,107年度會計月報,117,1,,2018/03/06
消防署,交通災情通報表（港埠及海運部分）,40,2,,2018/03/06
消防署,交通災情通報表（郵政部分）,21,0,,2018/03/06
消防署,交通災情通報表（施工中工程災害及其他）,36,1,,2018/03/06
消防署,教育部各級學校、社教館所災情通報表,28,2,,2018/03/06
消防署,交通災情通報表（救災準備之人力、機具）,34,4,,2018/03/06
消防署,交通災情通報表（航空部分）,37,5,,2018/03/06
消防署,交通災情通報表（觀光部分）,31,3,,2018/03/06
法務部國際及兩岸法律司,司法互助件數,41,12,,2018/03/06
高雄榮民總醫院,107年高雄榮民總醫院公益支出及補(捐)助經費,25,1,,2018/03/23
法務部會計處,法務部會計處提報主計業務創新變革精進進入複審及獲獎項目,73,17,,2018/03/06
總統府,總統府107年度單位預算(XML),58,8,,2018/03/07
高雄市政府,本府106年公職人員財產申報受理人數統計公開資料,38,3,,2018/03/06
財政處,107年2月收據分類統計表,30,2,,2018/03/07
法務部法醫研究所,法務部法醫研究所法醫科學學術研討會(不定期),24,0,,2018/03/07
福建金門地方檢察署,雙語詞彙對照表,42,4,,2018/03/07
國家安全會議,國家安全會議107年度法定預算,90,8,,2018/03/15
高雄高等行政法院,高雄高等行政法院107年度2月會計月報,25,1,,2018/03/07
行政院農業委員會,肥育乳公牛550公斤以上,45,12,,2018/03/07
交通部中央氣象局,交通部中央氣象局107年度單位預算,51,9,,2018/03/07
中央研究院,107年度中央研究院法定預算,65,11,,2018/03/08
司法院,司法院107年度法定預算,28,0,,2018/03/07
臺灣臺東地方法院,臺灣臺東地方法院106年度單位決算公告,40,3,,2018/03/07
行政院農業委員會,寵物遺失啟事,357,70,,2018/03/07
法務部人事處,法務部職員學歷統計報表,51,6,,2018/03/08
臺北市政府人事處,臺北市政府府層級任務編組性別比例統計,28,1,,2015/08/24
高雄市政府,105年度支用道路交通安全預算辦理情形-高市62101運用大眾傳播媒體宣導計畫,31,1,,2018/03/07
高雄市政府,105年度支用道路交通安全預算辦理情形-高市62302運用大眾傳播媒體宣導計畫,24,2,,2018/03/07
高雄市政府,高雄市政府新聞局電子書網址,34,1,,2018/03/07
高雄市政府,高雄市政府新聞局其他出版品連結網址,24,0,,2018/03/07
高雄市政府,莫拉克風災重建快報連結網址,25,0,,2018/03/07
高雄市政府,鼓聲市府月刊連結網址,26,0,,2018/03/07
高雄市政府,海洋首都中英文雙月刊連結網址,36,0,,2018/03/07
高雄市政府,高雄電子期刊網頁連結,25,1,,2018/03/07
高雄市政府,高雄市政府新聞局影片播放網站,25,1,,2018/03/07
高雄市政府,高雄市政府新聞局港都畫報網址,21,0,,2018/03/07
高雄市政府,高雄市有線電視爭議Q&A,34,4,,2018/03/07
法務部法律事務司,法務部國家賠償法簡介宣導摺頁(106年版),46,4,,2018/03/08
法務部,兩公約第二次國家報告(2016),58,6,,2018/03/08
臺灣省政府,107年2月會計報告,15,0,,2018/03/13
法務部矯正署,矯正署彰化監獄107年會計報告(按月),39,1,,2018/03/08
基隆市政府地政處,107年度02月基隆市土地建物登記管理資料,37,6,,2018/03/08
臺中高等行政法院,臺中高等行政法院107年2月份會計月報,23,0,,2018/03/08
文化部,閱讀活動,70,12,,2018/03/09
法務部秘書處,法務部及所屬機關中央公有屋頂設置太陽光電管考彙整表,45,4,,2018/03/08
苗栗縣政府,苗栗縣政府暨苗栗縣轄鄉鎮市公所107年2月公共債務情形,27,2,,2018/03/09
國立故宮博物院,107年度國立故宮博物院法定預算,36,1,,2018/03/09
考選部,考選部107年1月份會計月報,35,2,,2018/03/09
考選部,考選部107年2月份會計月報,29,2,,2018/03/09
行政院人事行政總處公務人力發展學院,行政院人事行政總處公務人力發展學院107年1月份會計月報,29,2,,2018/03/09
考選部,考選部單位預算107年度2月份會計月報,30,1,,2018/03/09
國家通訊傳播委員會,106年度有線廣播電視事業發展基金附屬單位預算,21,0,,2018/03/13
交通部鐵道局,高鐵局基金決算(105~106年),27,1,,2018/03/09
客家委員會,客家委員會低碳食材暨食育課程表,55,5,,2018/03/09
客家委員會,客家委員會臺三線客家山林古道,103,26,,2018/03/09
國立科學工藝博物館,國立科學工藝博物館107年度預算案,19,1,,2018/03/09
國家通訊傳播委員會,106年度通訊傳播監督管理基金附屬單位預算,31,0,,2018/03/13
國立科學工藝博物館,國立科學工藝博物館106年度決算書,19,1,,2018/03/09
法務部保護司,「炎夏『漫』活，創意說『畫』」暑期青少年兒童犯罪預防及服務利他四格漫畫徵件活動,38,2,,2018/03/13
臺灣高等檢察署,臺灣高等法院檢察署107年度會計報告,65,0,,2018/03/09
立法院,107年度黨團補助第1季季報表,28,4,,2018/03/09
教育部青年發展署,107年度教育部青年發展署會計報告,32,1,,2018/03/09
國史館,107年度國史館單位預算,24,0,,2018/03/09
衛生福利部國家中醫藥研究所,衛生福利部國家中醫藥研究所107年法定預算,50,2,,2018/03/16
法務部資訊處,全國法規資料庫歷年收錄法規(含廢止)數量統計,77,5,100,2018/03/13
澎湖縣政府,澎湖縣望安鄉107年人口年齡層統計,55,7,,2018/03/10
澎湖縣政府,澎湖縣望安鄉107年戶籍動態統計,54,4,,2018/03/10
臺灣苗栗地方法院,臺灣苗栗地方法院107年2月份會計報告,24,2,,2018/03/11
交通部,臺鐵106年8件正線出軌事故專案調查報告,49,22,,2018/03/11
衛生福利部社會及家庭署,衛生福利部社會及家庭署106年度單位決算,19,6,,2018/05/25
基隆市政府地政處,"基隆市不動產租賃實價登錄Open Data(107年1月租賃登記案件)",35,7,,2018/03/12
臺灣桃園地方法院,臺灣桃園地方法院107年2月份會計報告,24,1,,2018/03/12
雲林縣政府行政處,106年度訴願、再審案件收辦統計表,34,7,,2018/03/12
雲林縣政府行政處,106年度訴願決定經行政法院裁判結果及撤銷理由分析表,45,6,,2018/03/12
雲林縣政府行政處,105年雲林縣訴願案件統計資料,30,1,,2018/03/12
雲林縣政府行政處,106年雲林縣訴願案件統計資料,28,1,,2018/03/12
經濟部,經濟部中部辦公室_公司與有限合夥名稱及所營事業預查案件統計資料,25,0,,2018/06/25
經濟部,"經濟部中部辦公室_ 訪視輔導列管未登記食品或飼料廠業者清冊",12,0,,2018/06/25
臺灣高等法院花蓮分院,臺灣高等法院花蓮分院107年度2月份會計月報(XML),37,1,,2018/03/12
臺灣高等法院花蓮分院,臺灣高等法院花蓮分院106年度單位決算(XML及PDF),42,9,,2018/03/12
臺灣高雄地方法院,臺灣高雄地方法院107年度2月份會計月報,23,0,,2018/03/12
法務部矯正署臺北看守所,矯正署臺北看守所107年法定預算,28,1,,2018/04/23
臺灣臺南地方法院,107年02月臺灣臺南地方法院會計報告,22,1,,2018/03/12
高雄市政府,107年高雄市建物第一次登記統計,51,19,,2018/03/12
高雄市政府,107年高雄市不動產抵押權設定統計,53,2,,2018/03/12
高雄市政府,107年高雄市不動產拍賣統計,58,13,,2018/03/12
高雄市政府,107年高雄市不動產買賣統計,85,23,100,2018/03/12
經濟部國際合作處,"Program participants share their experiences",9,0,,2018/05/22
經濟部國際合作處,外賓統計表_英文,26,0,,2018/05/22
經濟部國際合作處,"國際技術合作計畫出國考察研習人數_英文(No. of Taiwan trainees (by year/field of study/destination country)",19,0,,2018/05/22
經濟部國際合作處,"國際技術合作計畫日本專家來臺指導人數_英文(No. of Japanese experts visiting Taiwan as instructors)",13,1,,2018/05/22
消防署,農林漁牧產物及民間設施災情通報表,41,5,,2018/03/13
消防署,各直轄市縣市政府撤離人數通報表,51,5,,2018/03/13
消防署,出動救災人員及裝備通報表,59,4,,2018/03/13
消防署,救災資源資料清單,104,24,,2018/03/13
消防署,撤離區域劃定清單,92,10,,2018/03/13
消防署,"救災資源數量查詢Open API",78,11,,2018/03/13
外交部,政府英文入口網最新消息,33,1,,2018/03/15
外交部,外交部107年度主管預算,28,0,,2018/03/13
外交部,外交部107年度單位預算,26,0,,2018/03/13
經濟部中央地質調查所,服務品質提昇計劃,16,2,,2018/05/16
經濟部中央地質調查所,地質敏感區基地地質調查及地質安全評估參考資料,19,5,,2018/05/16
經濟部中央地質調查所,地質敏感區研習班講義相關資料,12,0,,2018/05/16
經濟部中央地質調查所,公告訂定「地質遺跡地質敏感區(H0018花蓮縣石梯坪海階及凝灰岩)」,17,0,,2018/05/16
經濟部中央地質調查所,公告訂定「活動斷層地質敏感區(F0017六甲斷層)」,16,2,,2018/05/16
經濟部中央地質調查所,大屯火山地區地質鑽探點位資料,22,4,,2018/05/16
經濟部中央地質調查所,大屯火山地區溫泉採樣分析點位資料,32,6,,2018/05/16
經濟部中央地質調查所,大屯火山地區火山氣體採樣分析點位資料,16,0,,2018/05/16
經濟部中央地質調查所,106-井下應變儀資料處理暨地殼變形分析(1-4),31,3,,2018/05/16
經濟部中央地質調查所,106-活動斷層帶大地測量-第一期測量成果報告,34,7,,2018/05/16
經濟部中央地質調查所,106-活動斷層帶大地測量-第二期測量成果報告,23,2,,2018/05/16
經濟部中央地質調查所,106-活動斷層帶大地測量-第三期測量成果報告,25,4,,2018/05/16
經濟部中央地質調查所,F0017-六甲斷層活動斷層地質敏感區劃定計畫書,20,0,,2018/05/16
經濟部中央地質調查所,L0001臺北市山崩與地滑地質敏感區劃定計畫書,30,0,,2018/05/16
經濟部中央地質調查所,L0002南投縣山崩與地滑地質敏感區劃定計畫書,15,2,,2018/05/16
經濟部中央地質調查所,L0003臺中市山崩與地滑地質敏感區劃定計畫書,21,1,,2018/05/16
經濟部中央地質調查所,L0004嘉義縣市山崩與地滑地質敏感區劃定計畫書,20,0,,2018/05/16
經濟部中央地質調查所,L0005臺南市山崩與地滑地質敏感區劃定計畫書,14,1,,2018/05/16
經濟部中央地質調查所,101～104年度西南海域岩心採樣,21,1,,2018/05/16
經濟部中央地質調查所,101～104年度西南海域底拖側掃聲納調查,18,0,,2018/05/16
經濟部中央地質調查所,101～104年度西南海域海床底質剖面調查,16,1,,2018/05/16
外交部領事事務局,文件證明法規,23,0,,2018/03/13
立法院,立法院107年2月份會計月報,27,1,,2018/03/13
臺灣宜蘭地方法院,臺灣宜蘭地方法院107年度2月份會計月報,22,0,,2018/03/13
地政處,苗栗縣不動產仲介業資料,44,5,,2018/03/13
臺灣新竹地方法院,臺灣新竹地方法院107年2月會計月報,26,2,,2018/03/13
臺北市稅捐稽徵處,106年行救件數統計表(各階段),17,1,,
嘉義縣警察局,嘉義縣警察局政府服務獎參獎申請書,73,13,,2018/03/13
桃園市政府人事處,107年桃園市政府各機關編制員額一覽表,46,5,,2018/03/12
桃園市政府主計處,附屬單位預算作業基金收支餘絀綜計表(依基金別分列),25,1,,2018/03/12
銓敘部,銓敘部107年度單位預算,83,39,,2018/03/14
交通部,交通部107年度會計月報,35,5,,2018/03/14
桃園國際機場股份有限公司,桃園國際機場航空貨運業者服務電話,35,3,,2018/03/14
苗栗縣政府衛生局,2月化粧品衛生管理,29,1,,2018/03/14
地政處,107年度苗栗縣公告地價及公告現值,150,22,,2018/03/14
國家教育研究院,國家教育研究院107年度法定預算,33,0,,2018/03/14
審計部,審計機關審核各機關財務不忠不法案件,79,15,,2018/03/15
消防署,避難收容處所查詢,138,23,,2018/03/14
總統府,總統府106年度單位決算,69,3,,2018/03/16
審計部,審計機關審核政府單位數,54,3,,2018/03/15
審計部,審計機關監督政府預算數,40,3,,2018/03/15
審計部,審計機關審核各機關決算修正歲入決算通知繳庫數,51,0,,2018/03/15
審計部,審計機關審核各機關決算修正歲出決算通知剔除減列繳庫數,86,1,,2018/03/15
審計部,審計機關審核各級政府非營業特種基金決算修正及審定數額彙總表,55,0,,2018/03/15
臺灣基隆地方法院,臺灣基隆地方法院107年2月份會計月報,19,0,,2018/03/14
審計部,審計機關審核各級政府非營業特種基金決算修正情形彙總表,49,0,,2018/03/15
嘉義縣政府,106年度公職人員財產申報中籤名單,19,1,,2018/03/14
嘉義縣政府," 106年廉潔楷模名單",25,1,,2018/03/14
審計部,審計機關審核各級政府公有營事業決算修正及審定數額彙總表,49,1,,2018/03/15
財政部會計處,財政部107年度會計報表,58,1,,2018/03/14
苗栗縣政府衛生局,2月藥物檢查暨查獲違法統計,57,1,,2018/03/14
審計部,審計機關審核各級政府公有營事業決算修正情形彙總表,39,0,,2018/03/15
國史館,國史館107年2月會計月報,21,0,,2018/03/16
審計部,審計機關辦理各機關財務績效審計結果,44,1,,2018/03/15
國史館,國史館107年2月特別預算會計月報,18,0,,2018/03/16
國家人權博物館,人權館影音目錄,25,0,,2017/12/09
國家人權博物館,人權館典藏目錄,21,0,,2016/09/06
國家人權博物館,人權館新聞稿,22,0,,2015/12/15
國家人權博物館,人權館綜合公告,24,0,,2015/12/15
行政院人事行政總處公務人力發展學院,行政院人事行政總處公務人力發展學院107年2月份會計月報,38,4,,2018/03/15
新竹縣政府,107年度2月份縣統籌分配稅款累計表,26,4,,2018/03/14
新竹縣政府,新竹縣102年至106年地價稅稅源統計表,30,3,,2018/03/14
新竹縣政府,新竹縣101年至105年地價稅稅源統計表,35,7,,2018/03/14
